1,17.92997689
2.914117882,8.5300183
6.531929861,17.90990674
6.0333498,17.04965623
3.329693943,10.30338909
9.78091003,24.11104012
5.504144919,15.01162983
2.390508295,7.982670349
9.100737175,20.63593365
8.677143496,20.00840521
8.592972592,20.47870044
3.714211619,13.64842939
9.53717825,20.65189706
1.651021042,5.729054343
2.258737784,6.976177085
4.222317345,11.55259733
1.536317315,4.942872034
5.340007906,13.16707094
6.175457176,15.06864934
4.904152629,12.41321868
7.753274409,18.6794576
5.697257177,12.84726204
3.569098628,10.5966961
9.946814252,21.33072322
3.59799413,9.566584535
3.878356581,11.11208729
5.03228019,13.68579256
9.485694762,22.77879716
4.662286338,12.75729249
2.490862496,7.263318818
4.811535152,12.35458447
9.584065358,22.38109883
4.28121897,10.74117052
2.456525581,8.71965016
1.973666404,6.480928799
9.510519543,22.72786535
6.759594172,17.81727331
5.615780026,14.22442185
3.851786663,9.755423747
5.686324447,13.52993683
5.496671105,15.11321743
1.116860021,6.051608557
8.827316073,19.98729226
3.234996989,8.897617668
3.223402281,9.824380375
3.797735355,9.756774033
7.913275939,19.74140776
6.96384595,16.55981935
8.048112507,18.00044451
5.950476643,15.91780519
6.861791308,14.57196115
9.924039633,24.85022378
2.284279212,5.876502097
3.657022648,9.91875919
2.941102734,10.2254981
1.442331688,6.680004094
8.115093281,19.30801919
9.611134549,22.19692088
5.317158865,10.11119983
4.188416327,10.38081049
3.386960855,10.89271924
6.791490488,16.38415715
9.435022264,22.16533282
2.399671807,8.230203702
7.362396613,17.6441651
2.948835982,9.587221164
8.078985241,18.88577106
7.270308787,17.48551352
3.82638905,10.42645614
2.211951545,6.257171082
2.623730518,7.753375784
4.288888302,13.05445549
4.793720139,13.47932057
7.275046254,18.03400179
7.680456399,18.91495491
4.967084673,11.14166529
1.340376799,3.223056449
3.313176094,10.54117355
8.83562974,21.6072844
5.248531602,15.68878013
3.090952478,8.006046011
1.401267407,5.615141909
5.972433657,16.6769609
9.272733169,21.88579855
1.10719167,7.346360509
7.644056037,16.02157126
1.468712589,7.177740046
8.045126458,19.50343429
6.447039664,14.47562085
2.532414806,6.626036476
7.889718625,19.72029653
5.255055818,13.99824232
6.421601721,17.67089747
4.71902614,10.58448458
3.699825728,11.40370471
6.689539646,15.06146343
9.719844601,23.28404806
1.911315561,7.298340363
6.540798757,15.89908666
2.833886313,8.592335835
